Gene	log2FoldChange (<0 higher in 4, >0 higher in 15)	Padj 4 v 15	log2FoldChange (<0 higher in 15, >0 higher in 20)	Padj 15 v 20	log2FoldChange (<0 higher in 4, >0 higher in 20)	Padj 4 v 20	Gene Name	Pathway
sps_RS23595	-0.73698	0.33723	0.48003	0.93728	-0.25696	0.77762	dehydrogenase	Function Unknown
sps_RS23600	-0.50877	0.42237	-0.06363	0.99271	-0.57241	0.36490	MFS transporter	Carbohydrate metabolism and transport
sps_RS23605	-0.62736	0.44605	0.34989	0.97101	-0.27747	0.77120	LysE family translocator	Amino Acid metabolis and transport
sps_RS23610	-1.20635	0.28676	0.33202	0.98934	-0.87434	0.46686	hypothetical protein	Function Unknown
sps_RS23615	-2.73760	0.14951	1.89718	0.99000	-0.84042	0.70021	hypothetical protein	Transcription
sps_RS23620	-0.83903	0.37141	0.08096	0.99271	-0.75807	0.43012	2,3-diaminopropionate biosynthesis protein SbnA	Amino Acid metabolis and transport
sps_RS23625	-0.79224	0.18007	0.30964	0.96631	-0.48261	0.45293	2,3-diaminopropionate biosynthesis protein SbnB	Amino Acid metabolis and transport
sps_RS23630	-0.88464	0.10119	-0.33522	0.95726	-1.21986	0.02110	hypothetical protein	Function Unknown
sps_RS23635	-0.42250	0.39770	-0.03839	0.99271	-0.46089	0.35655	LysR family transcriptional regulator	Transcription
sps_RS23640	-3.28831	0.00373	2.37326	0.99000	-0.91505	0.35394	thioredoxin	Post-translational modification, protein turnover, chaperone functions
sps_RS23645	-0.60475	0.31919	0.51881	0.83910	-0.08594	0.91332	cytochrome c biogenesis protein CcdA	Post-translational modification, protein turnover, chaperone functions
sps_RS23650	-1.23201	0.00126	0.69935	0.41317	-0.53266	0.20215	haloacid dehalogenase type II	Function Unknown
sps_RS23655	0.20009	0.88735	0.29345	0.99000	0.49354	0.71669	IS4 family transposase	Replication and repair
sps_RS23660	0.07428	0.92599	0.28005	0.97172	0.35433	0.63197	DUF465 domain-containing protein	Function Unknown
sps_RS23665	-0.33285	0.69994	0.23160	0.98934	-0.10125	0.91899	RidA family protein	Function Unknown
sps_RS23670	-2.66193	0.22159	1.91007	0.83361	-0.75186	0.77880	LysR family transcriptional regulator	Transcription
sps_RS23675	-2.76411	0.05053	0.61375	0.97607	-2.15036	0.14025	EAL domain-containing protein	Signal Transduction
sps_RS23680	-1.37498	0.61660	-0.43256	0.98934	-1.80754	0.49667	EAL domain-containing protein	Signal Transduction
sps_RS23685	-0.60160	0.73096	0.19442	0.99269	-0.40718	0.82545	hypothetical protein	NA
sps_RS23695	-1.42968	0.00035	0.08197	0.98934	-1.34771	0.00081	hypothetical protein	Replication and repair
sps_RS23700	-2.24746	0.00000	0.32476	0.93316	-1.92270	0.00000	IS21 family transposase	Replication and repair
sps_RS23705	-0.87609	0.62422	0.36887	0.98934	-0.50722	0.79775	winged helix family transcriptional regulator	Transcription
sps_RS23710	-1.42094	0.42388	0.83587	0.99000	-0.58507	0.77609	hypothetical protein	NA
sps_RS23715	-1.70503	0.06498	0.40360	0.99000	-1.30143	0.16691	IS4 family transposase	Replication and repair
sps_RS23720	-1.00683	0.30967	-0.13278	0.99000	-1.13961	0.25497	hypothetical protein	Replication and repair
sps_RS23725	-1.16675	0.00115	0.35834	0.83896	-0.80841	0.03139	IS110 family transposase	Replication and repair
sps_RS23735	-0.11433	0.94904	-0.16640	0.99271	-0.28073	0.87478	hypothetical protein	NA
sps_RS23740	0.23692	0.93738	1.47642	0.99000	1.71334	0.49901	prepilin peptidase	Post-translational modification, protein turnover, chaperone functions
sps_RS23745	-0.28979	0.79965	0.56625	0.94982	0.27646	0.81719	hypothetical protein	Intracellular trafficking and secretion
sps_RS23750	-0.11595	0.84218	-0.29888	0.94337	-0.41483	0.42885	hypothetical protein	Cell motility
sps_RS23755	0.09647	0.91730	-0.11572	0.99009	-0.01925	0.98418	hypothetical protein	Cell motility
sps_RS23760	0.34860	0.75411	-0.50481	0.96542	-0.15621	0.90411	hypothetical protein	NA
sps_RS23765	-0.55765	0.73886	0.54222	0.98353	-0.01543	0.99446	hypothetical protein	NA
sps_RS23770	-2.73746	0.22572	2.79655	0.99000	0.05910	0.98361	hypothetical protein	NA
sps_RS23775	0.09795	0.89456	-0.38441	0.93316	-0.28646	0.68453	hypothetical protein	Cell wall/membrane/envelop biogenesis
sps_RS23780	-0.53857	0.79374	0.26978	0.99000	-0.26879	0.90960	hypothetical protein	NA
sps_RS23785	-0.55145	0.58238	-0.33288	0.98464	-0.88434	0.34635	prepilin-type N-terminal cleavage/methylation domain-containing protein	NA
sps_RS23790	-1.21880	0.20364	0.42931	0.97101	-0.78949	0.44339	type II secretion system protein	Intracellular trafficking and secretion
sps_RS23795	0.74354	0.21377	-0.06235	0.99271	0.68119	0.26826	IS4 family transposase	Replication and repair
sps_RS23800	-2.19936	0.07452	0.12810	0.99000	-2.07126	0.09576	IS5/IS1182 family transposase	Replication and repair
sps_RS23805	-1.00980	0.69684	0.42161	0.98934	-0.58819	0.83166	hypothetical protein	Cell motility
sps_RS23810	0.26645	0.75658	-0.51549	0.91174	-0.24904	0.78235	hypothetical protein	Function Unknown
sps_RS23815	-0.46620	0.40153	-0.79260	0.48532	-1.25880	0.00959	hypothetical protein	Function Unknown
sps_RS23820	0.01061	0.98828	-0.17805	0.98433	-0.16744	0.77405	LysR family transcriptional regulator	Transcription
sps_RS23825	0.82008	0.12259	-0.11292	0.98934	0.70717	0.19748	hypothetical protein	Function Unknown
sps_RS23830	1.40676	0.01234	0.32195	0.96631	1.72870	0.00155	aminomethyl-transferring glycine dehydrogenase	Amino Acid metabolis and transport
sps_RS23835	1.60508	0.00151	0.24138	0.97183	1.84646	0.00020	glycine cleavage system protein H	Amino Acid metabolis and transport
sps_RS23840	1.21788	0.01029	0.38786	0.90416	1.60575	0.00045	glycine cleavage system protein T	Amino Acid metabolis and transport
sps_RS23845	1.10736	0.08303	0.12361	0.98934	1.23097	0.04889	FAD-dependent oxidoreductase	Energy production and conversion
sps_RS23850	1.57693	0.00082	0.04794	0.99271	1.62487	0.00052	2-octaprenyl-6-methoxyphenyl hydroxylase	Coenzyme metabolism
sps_RS23855	1.50779	0.00000	0.14485	0.97101	1.65265	0.00000	hypothetical protein	Function Unknown
sps_RS23860	0.10677	0.89121	-0.14757	0.98934	-0.04079	0.96309	cell division protein ZapA	Function Unknown
sps_RS23865	2.06111	0.00125	-0.44919	0.94223	1.61192	0.01456	6S RNA	NA
sps_RS23870	0.50011	0.42560	0.20028	0.98745	0.70038	0.24088	5-formyltetrahydrofolate cyclo-ligase	Coenzyme metabolism
sps_RS23875	-0.38542	0.53981	-0.23101	0.98353	-0.61643	0.30855	hypothetical protein	Amino Acid metabolis and transport
sps_RS23880	0.14104	0.83814	-0.09000	0.99000	0.05104	0.94796	copper resistance protein NlpE	Cell wall/membrane/envelop biogenesis
sps_RS23885	-0.70407	0.09693	0.49085	0.71905	-0.21322	0.68106	peptidase M9	Function Unknown
sps_RS23890	0.28577	0.53239	-0.16574	0.98085	0.12003	0.81904	uracil-DNA glycosylase	Replication and repair
sps_RS23895	-0.00315	0.99548	-0.60449	0.49175	-0.60764	0.12926	type II secretion system protein	Function Unknown
sps_RS23900	1.02549	0.02153	-0.37725	0.88404	0.64824	0.17791	type II secretion system protein	Function Unknown
sps_RS23905	-0.01834	0.98664	0.60617	0.85112	0.58783	0.44961	DUF3144 domain-containing protein	Function Unknown
sps_RS23910	0.86922	0.15217	0.04131	0.99271	0.91053	0.13037	LysE family translocator	Amino Acid metabolis and transport
sps_RS23915	-0.31257	0.46575	0.37343	0.80774	0.06087	0.91101	peptidase S10	Amino Acid metabolis and transport
sps_RS23920	0.45091	0.13479	-0.36463	0.67400	0.08628	0.82411	TonB-dependent receptor	Inorganic ion transport and metabolism
sps_RS23925	0.48634	0.23798	0.07851	0.98934	0.56485	0.16148	PAS domain S-box protein	Transcription
sps_RS23930	-0.17790	0.73131	0.24732	0.95740	0.06942	0.90803	cytochrome c oxidase accessory protein CcoG	Energy production and conversion
sps_RS23935	0.78484	0.02992	-0.24706	0.94113	0.53778	0.16216	long-chain fatty acid--CoA ligase	Lipid metabolism
sps_RS23940	0.10041	0.90833	0.15843	0.98934	0.25884	0.76594	alpha/beta hydrolase	Function Unknown
sps_RS23945	0.27507	0.67293	0.26244	0.96857	0.53751	0.36352	hypothetical protein	Function Unknown
sps_RS23955	-0.81303	0.05918	-0.52302	0.72869	-1.33604	0.00140	transposase	Replication and repair
sps_RS23960	-1.22615	0.00099	0.15680	0.98464	-1.06935	0.00483	hypothetical protein	NA
sps_RS23965	-1.62183	0.00001	0.12105	0.98934	-1.50078	0.00004	divalent metal cation transporter	Inorganic ion transport and metabolism
sps_RS23975	-1.76720	0.15713	0.12718	0.99271	-1.64002	0.19617	hypothetical protein	Function Unknown
sps_RS23980	-0.96086	0.23081	-0.04214	0.99271	-1.00300	0.21066	hypothetical protein	Function Unknown
sps_RS23985	-0.67760	0.08398	-0.04354	0.99271	-0.72114	0.06265	integrase	NA
sps_RS23990	0.24181	0.91334	0.13821	0.99271	0.38002	0.86995	DUF4231 domain-containing protein	Function Unknown
sps_RS23995	1.75216	0.13341	-0.19463	0.99009	1.55753	0.19157	hypothetical protein	Function Unknown
sps_RS24000	-0.85358	0.10138	0.29489	0.96542	-0.55870	0.31868	recombinase family protein	Replication and repair
sps_RS24005	0.57166	0.65861	0.73887	0.93316	1.31053	0.25265	hypothetical protein	NA
sps_RS24015	0.03130	0.99010	1.62285	0.83484	1.65415	0.40300	hypothetical protein	NA
sps_RS24020	0.26127	0.80405	0.03588	0.99271	0.29715	0.78634	hypothetical protein	NA
sps_RS24025	-1.51110	0.00147	-0.12402	0.98934	-1.63512	0.00065	IS30 family transposase	Replication and repair
sps_RS24035	-0.50518	0.05098	0.06129	0.98934	-0.44389	0.09388	group II intron reverse transcriptase/maturase	Replication and repair
sps_RS24040	0.03532	0.96463	-0.20596	0.98464	-0.17063	0.80859	N-acetyltransferase	Transcription
sps_RS24045	-1.45038	0.01853	-0.17691	0.99000	-1.62729	0.00871	hypothetical protein	NA
sps_RS24050	-1.54719	0.00170	0.04832	0.99271	-1.49887	0.00256	ABC transporter permease	Function Unknown
sps_RS24055	-0.77309	0.23060	0.00188	0.99836	-0.77120	0.23921	heme utilization protein HutZ	Inorganic ion transport and metabolism
sps_RS24060	-1.30343	0.02261	-0.47287	0.99000	-1.77630	0.00240	heme utilization cystosolic carrier protein HutX	Inorganic ion transport and metabolism
sps_RS24065	-1.84108	0.00000	0.48003	0.76907	-1.36104	0.00090	TonB-dependent hemoglobin/transferrin/lactoferrin family receptor	Inorganic ion transport and metabolism
sps_RS24070	-2.27540	0.00000	0.64624	0.62011	-1.62916	0.00007	energy transducer TonB	Cell wall/membrane/envelop biogenesis
sps_RS24075	-1.39015	0.00008	0.33540	0.87942	-1.05475	0.00360	flagellar motor protein MotA	Intracellular trafficking and secretion
sps_RS24080	-1.99660	0.00420	1.45031	0.99000	-0.54629	0.50164	biopolymer transporter ExbD	Intracellular trafficking and secretion
sps_RS24085	-1.74304	0.00004	0.46657	0.80813	-1.27647	0.00358	hemin ABC transporter substrate-binding protein	Inorganic ion transport and metabolism
sps_RS24090	-2.46722	0.00001	0.77194	0.67528	-1.69528	0.00270	iron ABC transporter permease	Inorganic ion transport and metabolism
sps_RS24095	-1.66722	0.00038	-0.09847	0.98934	-1.76569	0.00018	heme ABC transporter ATP-binding protein	Inorganic ion transport and metabolism
sps_RS24100	-2.09186	0.00001	0.49620	0.83484	-1.59566	0.00099	heme anaerobic degradation radical SAM methyltransferase ChuW/HutW	Coenzyme metabolism
sps_RS24105	-1.51429	0.00701	0.21023	0.98934	-1.30406	0.02260	DUF2956 domain-containing protein	Function Unknown
sps_RS24110	-1.21686	0.00027	0.40941	0.74374	-0.80745	0.02089	ion transporter	Inorganic ion transport and metabolism
sps_RS24115	-0.15872	0.78401	-0.14858	0.98934	-0.30730	0.58742	nitroreductase family protein	Energy production and conversion
sps_RS24120	-0.75777	0.23097	-0.12171	0.98934	-0.87948	0.16035	polyketide cyclase	Function Unknown
sps_RS24125	-2.10217	0.00000	0.12053	0.98934	-1.98164	0.00000	TonB-dependent siderophore receptor	Inorganic ion transport and metabolism
sps_RS24130	-0.26373	0.75754	-0.02794	0.99345	-0.29167	0.74104	glucosamine-6-phosphate deaminase	Carbohydrate metabolism and transport
sps_RS24135	-0.04233	0.96543	0.27865	0.97607	0.23632	0.78005	pseudouridine synthase	Translation
sps_RS24140	-1.04884	0.02776	0.45192	0.84740	-0.59692	0.24661	hypothetical protein	Inorganic ion transport and metabolism
sps_RS24145	-0.31850	0.38638	-0.23526	0.93159	-0.55376	0.10241	arylesterase	Amino Acid metabolis and transport
sps_RS24150	-0.57853	0.53744	-0.09877	0.99271	-0.67730	0.46435	bifunctional diguanylate cyclase/phosphodiesterase	Signal Transduction
sps_RS26410	2.55546	0.00000	0.33996	0.90971	2.89543	0.00000	ATP-dependent protease subunit HslV	Post-translational modification, protein turnover, chaperone functions
sps_RS24165	-2.12856	0.00000	0.53863	0.77169	-1.58992	0.00025	potassium transporter Kef	Inorganic ion transport and metabolism
sps_RS24170	-1.26292	0.00309	0.13168	0.98934	-1.13125	0.00924	chorismate-binding protein	Inorganic ion transport and metabolism
sps_RS24175	-0.61812	0.17981	-0.05643	0.99271	-0.67455	0.13746	FAD-dependent oxidoreductase	Energy production and conversion
sps_RS24180	0.30186	0.72068	-0.55148	0.89266	-0.24962	0.77988	MarR family transcriptional regulator	Transcription
sps_RS24185	-0.90200	0.13721	0.78288	0.61684	-0.11912	0.88402	hypothetical protein	NA
sps_RS24190	-1.27715	0.00106	-0.27631	0.94337	-1.55345	0.00005	cytochrome C biosynthesis protein	Function Unknown
sps_RS24195	0.74119	0.12268	-0.64555	0.59735	0.09563	0.88575	cytoplasmic protein	NA
sps_RS24200	0.18849	0.65828	-0.02977	0.99271	0.15872	0.72545	methyl-accepting chemotaxis protein	Function Unknown
sps_RS24205	-1.09013	0.09064	0.16573	0.98934	-0.92441	0.16125	phosphate ABC transporter substrate-binding protein	Function Unknown
sps_RS24210	-0.29917	0.64225	-0.12382	0.98934	-0.42300	0.49374	porin	Function Unknown
sps_RS24215	-0.14585	0.82798	0.39658	0.91174	0.25073	0.71144	GGDEF domain-containing protein	Signal Transduction
sps_RS24220	0.57731	0.37499	-0.94086	0.44731	-0.36355	0.61164	alkyl hydroperoxide reductase subunit F	Post-translational modification, protein turnover, chaperone functions
sps_RS24225	0.80474	0.40769	-0.89479	0.78300	-0.09005	0.94136	peroxiredoxin	Post-translational modification, protein turnover, chaperone functions
sps_RS24230	-1.91278	0.00000	0.45147	0.79912	-1.46131	0.00022	spermidine synthase	Amino Acid metabolis and transport
sps_RS24235	-0.24726	0.65861	0.14927	0.98934	-0.09799	0.87801	dienelactone hydrolase family protein	Secondary Structure
sps_RS24240	-0.64670	0.24639	0.15263	0.98934	-0.49407	0.40328	2-hydroxyacid dehydrogenase	Energy production and conversion
sps_RS24245	-0.57862	0.42559	-0.54402	0.88247	-1.12265	0.08645	hypothetical protein	Function Unknown
sps_RS24250	-0.91111	0.01399	-0.10060	0.98934	-1.01172	0.00596	class I SAM-dependent methyltransferase	Secondary Structure
sps_RS24255	0.35093	0.46217	-0.72211	0.39258	-0.37118	0.44860	hypothetical protein	Function Unknown
sps_RS24260	0.95477	0.42500	-1.26731	0.69919	-0.31254	0.82411	hypothetical protein	NA
sps_RS24265	-0.51165	0.71195	0.53485	0.97101	0.02320	0.98854	CadC family transcriptional regulator	Intracellular trafficking and secretion
sps_RS24270	-1.48317	0.07043	-0.16274	0.98934	-1.64591	0.04159	bifunctional tRNA pseudouridine(32) synthase/23S rRNA pseudouridine(746) synthase RluA	Translation
sps_RS24275	0.41447	0.53237	-0.11477	0.98934	0.29970	0.67624	transcriptional regulator AsnC	Transcription
sps_RS24280	-0.89810	0.00015	0.11715	0.97183	-0.78095	0.00116	GlyGly-CTERM sorting domain-containing protein	Post-translational modification, protein turnover, chaperone functions
sps_RS24285	0.12224	0.78249	-0.33139	0.83310	-0.20915	0.63102	succinylglutamate desuccinylase	Function Unknown
sps_RS24290	0.59060	0.22920	-0.03011	0.99271	0.56049	0.26169	lysine-sensitive aspartokinase 3	Amino Acid metabolis and transport
sps_RS24295	0.33104	0.36704	-0.37863	0.72658	-0.04758	0.92098	DUF3293 domain-containing protein	Function Unknown
sps_RS24300	0.94787	0.00869	-0.48983	0.63331	0.45803	0.26059	two-component system response regulator ArcA	Signal Transduction
sps_RS24305	-0.04940	0.88738	0.09423	0.98785	0.04483	0.90600	S9 family peptidase	Amino Acid metabolis and transport
sps_RS24310	0.67507	0.21347	0.43495	0.87513	1.11002	0.02618	class 1 fructose-bisphosphatase	Carbohydrate metabolism and transport
sps_RS24315	0.42790	0.49852	-0.29769	0.96631	0.13021	0.86547	flavocytochrome c	Energy production and conversion
sps_RS24320	-0.31567	0.47689	-0.11740	0.98934	-0.43307	0.31697	sensor histidine kinase	Amino Acid metabolis and transport
sps_RS24325	-0.16865	0.70735	0.26100	0.93048	0.09235	0.84944	sigma-54-dependent Fis family transcriptional regulator	Signal Transduction
sps_RS24330	-0.00368	0.99629	-0.66411	0.72651	-0.66778	0.28329	amino acid ABC transporter substrate-binding protein	Amino Acid metabolis and transport
sps_RS24335	-0.60434	0.37284	-0.08543	0.99269	-0.68977	0.30638	dicarboxylate/amino acid:cation symporter	Energy production and conversion
sps_RS24340	-1.51561	0.31057	0.89518	0.99000	-0.62043	0.70875	IS4 family transposase	Replication and repair
sps_RS24345	0.15577	0.70407	0.22916	0.93316	0.38493	0.28188	hypothetical protein	Function Unknown
sps_RS24350	0.75823	0.04094	0.06211	0.99009	0.82035	0.02544	phosphoenolpyruvate carboxylase	Function Unknown
sps_RS24355	-0.51722	0.29252	0.51728	0.72869	0.00006	1.00000	hypothetical protein	Function Unknown
sps_RS24360	0.69640	0.03977	0.22447	0.94223	0.92087	0.00475	ATP-binding protein	Function Unknown
sps_RS24365	-1.22698	0.00032	-0.18958	0.97101	-1.41656	0.00003	sodium:alanine symporter family protein	Amino Acid metabolis and transport
sps_RS24370	0.12609	0.86632	0.27264	0.97146	0.39874	0.56524	DUF3581 domain-containing protein	Function Unknown
sps_RS24375	0.76831	0.11914	0.08712	0.98934	0.85542	0.07658	TonB-dependent receptor	Inorganic ion transport and metabolism
sps_RS24380	0.59487	0.27913	-0.86425	0.39258	-0.26938	0.67649	porin	Function Unknown
sps_RS24385	0.10960	0.86434	-0.19968	0.98463	-0.09008	0.90169	FMN-binding protein	Function Unknown
sps_RS24390	0.12880	0.80635	-0.38178	0.83910	-0.25298	0.61802	PepSY domain-containing protein	Function Unknown
sps_RS24395	1.50540	0.00253	-0.25027	0.97101	1.25513	0.01432	porin	Cell wall/membrane/envelop biogenesis
sps_RS24400	0.96460	0.10585	-4.04970	0.00000	-3.08509	0.00000	type VI secretion system tube protein Hcp	Function Unknown
sps_RS24405	0.32963	0.62058	-2.39799	0.00002	-2.06836	0.00006	type VI secretion system tip protein VgrG	Cell wall/membrane/envelop biogenesis
sps_RS24410	0.23109	0.77823	-1.49302	0.13304	-1.26193	0.05809	DUF4123 domain-containing protein	Function Unknown
sps_RS24415	0.03668	0.93078	-1.42126	0.00001	-1.38459	0.00000	DUF2235 domain-containing protein	Function Unknown
sps_RS24420	0.49049	0.35549	-0.83902	0.36260	-0.34853	0.54317	DUF2931 domain-containing protein	NA
sps_RS24425	-0.07815	0.87735	-0.47963	0.68324	-0.55778	0.17504	DUF2931 domain-containing protein	NA
sps_RS24430	-0.48570	0.37490	0.38658	0.90432	-0.09912	0.88564	penicillin-binding protein 1B	Cell wall/membrane/envelop biogenesis
sps_RS24435	-0.50483	0.40747	0.45524	0.88247	-0.04959	0.94884	ATP-dependent helicase HrpB	Replication and repair
sps_RS24445	0.23872	0.67497	-1.37726	0.01775	-1.13854	0.01282	2'-5' RNA ligase	Translation
sps_RS24450	-0.72514	0.27547	0.21257	0.98934	-0.51256	0.46985	multidrug transporter	Function Unknown
sps_RS24455	-0.84144	0.39009	-0.06704	0.99000	-0.90848	0.35887	Mg2+ and Co2+ transporter	Function Unknown
sps_RS24460	-0.56802	0.11656	0.22512	0.95166	-0.34290	0.38534	hypothetical protein	Signal Transduction
sps_RS24465	0.56920	0.49262	-0.07189	0.99271	0.49732	0.56664	aminopeptidase PepB	Amino Acid metabolis and transport
sps_RS24470	-0.39971	0.39802	0.05544	0.99271	-0.34428	0.48190	DNA/RNA nuclease SfsA	Function Unknown
sps_RS24475	1.10994	0.02455	0.17482	0.98934	1.28476	0.00802	RNA polymerase-binding transcription factor DksA	Signal Transduction
sps_RS24480	-0.95555	0.08641	1.15632	0.17968	0.20077	0.77762	tRNA glutamyl-Q(34) synthetase GluQRS	Translation
sps_RS24485	0.15225	0.81036	0.44324	0.85242	0.59549	0.27208	polynucleotide adenylyltransferase PcnB	Translation
sps_RS24490	-0.35418	0.47066	-0.03526	0.99271	-0.38944	0.43038	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	Coenzyme metabolism
sps_RS24495	0.00669	0.99425	0.76684	0.67528	0.77353	0.24764	3-methyl-2-oxobutanoate hydroxymethyltransferase	Coenzyme metabolism
sps_RS24500	0.35403	0.55888	-0.03097	0.99271	0.32307	0.60730	pantoate--beta-alanine ligase	Coenzyme metabolism
sps_RS24505	-0.45860	0.69106	-0.29754	0.98934	-0.75614	0.48209	hypothetical protein	NA
sps_RS24510	0.66415	0.04023	-0.33068	0.79280	0.33347	0.36373	hypothetical protein	Function Unknown
sps_RS24515	1.28788	0.04197	-0.17149	0.98934	1.11639	0.08448	hypothetical protein	NA
sps_RS24520	1.31142	0.01843	0.41624	0.92053	1.72766	0.00124	ABC transporter permease	Function Unknown
sps_RS26415	2.81997	0.00000	-0.09800	0.98934	2.72197	0.00000	ATP-dependent protease ATPase subunit HslU	Post-translational modification, protein turnover, chaperone functions
sps_RS24530	0.01315	0.98838	0.17161	0.98934	0.18475	0.80788	hypoxanthine phosphoribosyltransferase	Nucleotide metabolism and transport
sps_RS24535	-0.52199	0.33479	0.61805	0.66959	0.09606	0.88842	UbiX family flavin prenyltransferase	Coenzyme metabolism
sps_RS24540	-0.05681	0.91867	0.42727	0.79074	0.37046	0.44339	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	Cell wall/membrane/envelop biogenesis
sps_RS24545	0.66450	0.14729	-0.14052	0.98934	0.52398	0.27574	ABC transporter permease	Function Unknown
sps_RS24550	-1.09401	0.41424	0.99208	0.88247	-0.10193	0.95245	hypothetical protein	Cell wall/membrane/envelop biogenesis
sps_RS24555	-0.52333	0.37407	-0.52034	0.83910	-1.04367	0.05713	IS5/IS1182 family transposase	Replication and repair
sps_RS24560	-0.68558	0.13405	-0.10065	0.98934	-0.78623	0.08206	hydrolase	Secondary Structure
sps_RS24565	-0.92986	0.22920	-1.33082	0.99000	-2.26068	0.00278	pilus assembly protein	Function Unknown
sps_RS24570	-0.86136	0.00019	-0.62754	0.06761	-1.48890	0.00000	LysR family transcriptional regulator	Transcription
sps_RS24575	0.24763	0.64419	-0.25208	0.96542	-0.00445	0.99532	hypothetical protein	NA
sps_RS24580	-1.95788	0.13160	0.83208	0.94223	-1.12580	0.42972	porin family protein	Secondary Structure
sps_RS24585	-0.49493	0.32625	0.16465	0.98934	-0.33027	0.54318	DUF4347 domain-containing protein	Secondary Structure
sps_RS24590	-0.90445	0.21762	0.29308	0.98262	-0.61137	0.43524	hypothetical protein	NA
sps_RS24595	-0.59235	0.45093	-0.33238	0.97101	-0.92474	0.21289	hypothetical protein	Secondary Structure
sps_RS24665	0.58654	0.00678	0.08985	0.98433	0.67639	0.00147	bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase	Post-translational modification, protein turnover, chaperone functions
sps_RS24670	0.51983	0.24147	0.00308	0.99706	0.52291	0.24154	hypothetical protein	Function Unknown
sps_RS24675	0.85968	0.04310	-0.28051	0.94279	0.57916	0.20350	DUF350 domain-containing protein	Function Unknown
sps_RS24680	-0.45779	0.40300	-0.03590	0.99271	-0.49369	0.36447	spermidine synthase	Amino Acid metabolis and transport
sps_RS24685	-0.41645	0.67263	-0.38392	0.97101	-0.80037	0.37289	DUF2170 domain-containing protein	Function Unknown
sps_RS24690	-0.26681	0.38898	-0.46901	0.38500	-0.73582	0.00553	phage shock protein A	Transcription
sps_RS24695	0.04062	0.94264	-1.20830	0.01876	-1.16768	0.00321	hypothetical protein	Function Unknown
sps_RS24700	-0.01888	0.97967	-1.06422	0.14255	-1.08310	0.02110	hypothetical protein	Function Unknown
sps_RS24705	-1.41880	0.00888	-0.63955	0.74240	-2.05835	0.00007	ion transporter	Inorganic ion transport and metabolism
sps_RS24710	-1.72207	0.00000	-0.05221	0.99009	-1.77428	0.00000	CYTH domain-containing protein	Function Unknown
sps_RS24715	0.46737	0.32255	0.09215	0.98934	0.55951	0.22439	TIGR00153 family protein	Inorganic ion transport and metabolism
sps_RS24720	0.48138	0.34955	0.06870	0.99096	0.55007	0.27877	inorganic phosphate transporter	Inorganic ion transport and metabolism
sps_RS24725	1.00578	0.02184	0.13062	0.98934	1.13640	0.00854	TIGR04211 family SH3 domain-containing protein	Signal Transduction
sps_RS24730	1.29386	0.00016	-0.30384	0.89122	0.99001	0.00539	bifunctional proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase PutA	Amino Acid metabolis and transport
sps_RS24735	-0.97872	0.52741	0.89147	0.94155	-0.08725	0.96461	DNA-binding protein	Function Unknown
sps_RS24740	0.37242	0.50057	-0.41135	0.87650	-0.03893	0.95622	cysteine/glutathione ABC transporter ATP-binding protein/permease CydC	Function Unknown
sps_RS24745	-0.35561	0.63232	0.38118	0.95328	0.02557	0.97773	cysteine/glutathione ABC transporter permease/ATP-binding protein CydD	Function Unknown
sps_RS24750	-2.82897	0.04371	1.17627	0.99000	-1.65270	0.23004	hypothetical protein	NA
sps_RS24755	0.11325	0.85965	-0.59097	0.72651	-0.47772	0.41094	DUF3622 domain-containing protein	Function Unknown
sps_RS24760	-0.54806	0.66654	0.25163	0.98934	-0.29642	0.82976	DUF3565 domain-containing protein	Function Unknown
sps_RS24770	-1.84995	0.00032	0.43029	0.91174	-1.41966	0.00744	ATP-dependent RNA helicase	Replication and repair
sps_RS24775	0.72605	0.11178	-0.30890	0.93316	0.41715	0.41077	TonB-dependent receptor	Inorganic ion transport and metabolism
sps_RS24780	-0.98883	0.18836	0.14402	0.98934	-0.84481	0.27639	DUF4974 domain-containing protein	Signal Transduction
sps_RS24785	-0.83066	0.56881	0.09915	0.99271	-0.73150	0.62929	RNA polymerase sigma factor	Transcription
sps_RS24790	-0.55777	0.35650	-1.09543	0.27068	-1.65320	0.00212	GFA family protein	Function Unknown
sps_RS24795	-1.38894	0.07739	-0.22372	0.99000	-1.61266	0.04008	hypothetical protein	Function Unknown
sps_RS24800	-0.13025	0.76598	0.24921	0.92806	0.11895	0.79775	ATP-dependent RNA helicase DbpA	Replication and repair
sps_RS24810	-0.84565	0.09301	0.21888	0.97607	-0.62677	0.23614	hypothetical protein	Signal Transduction
sps_RS24815	0.36645	0.43398	-0.54975	0.63856	-0.18330	0.73850	hypothetical protein	Energy production and conversion
sps_RS24820	-1.85392	0.16142	1.27142	0.99000	-0.58250	0.70772	methylamine utilization protein	Function Unknown
sps_RS24825	-0.68606	0.06568	-0.20602	0.96631	-0.89208	0.01432	tryptophan tryptophylquinone biosynthesis enzyme MauG	Inorganic ion transport and metabolism
