Gene	log2FoldChange (<0 higher in 4, >0 higher in 15)	Padj 4 v 15	log2FoldChange (<0 higher in 15, >0 higher in 20)	Padj 15 v 20	log2FoldChange (<0 higher in 4, >0 higher in 20)	Padj 4 v 20	Gene Name	Pathway
sps_RS25735	-0.79099	0.26050	0.19813	0.82468	-0.59286	0.33779	BlaI/MecI/CopY family transcriptional regulator	Transcription
sps_RS25740	0.00139	0.99848	0.71116	0.20652	0.71255	0.14199	sodium:proton exchanger	Inorganic ion transport and metabolism
sps_RS25745	-0.29627	0.66433	0.82446	0.11723	0.52819	0.26891	GNAT family N-acetyltransferase	Function Unknown
sps_RS25750	-0.77370	0.31893	0.85147	0.26399	0.07777	0.91192	UDP-2,3-diacylglucosamine diphosphatase	Function Unknown
sps_RS25755	-0.45246	0.66812	1.87305	0.01269	1.42059	0.03785	DUF1326 domain-containing protein	Function Unknown
sps_RS25760	0.54964	0.39406	0.87453	0.10854	1.42417	0.00180	hypothetical protein	Function Unknown
sps_RS25765	0.19675	0.84346	0.13910	0.88400	0.33585	0.63483	MarR family transcriptional regulator	Transcription
sps_RS25770	0.23721	0.69463	-0.47881	0.33851	-0.24161	0.59675	EamA family transporter	Function Unknown
sps_RS25775	-0.87646	0.22541	-0.79592	0.31005	-1.67237	0.00576	DUF1255 domain-containing protein	Function Unknown
sps_RS25780	-0.96282	0.09906	0.94577	0.11763	-0.01705	0.97775	hypothetical protein	Function Unknown
sps_RS25785	-0.19764	0.84213	0.52798	0.51744	0.33033	0.62805	hypothetical protein	Function Unknown
sps_RS25790	0.12669	0.94169	1.99188	0.04390	2.11857	0.01207	hypothetical protein	Function Unknown
sps_RS25795	0.14525	0.82814	-0.82084	0.09309	-0.67560	0.12525	NADH dehydrogenase	Carbohydrate metabolism and transport
sps_RS25800	-1.43913	0.00004	0.87599	0.03750	-0.56314	0.11821	rhodanese-like domain-containing protein	Function Unknown
sps_RS25805	-1.14213	0.24847	0.23968	0.85452	-0.90245	0.29483	hypothetical protein	NA
sps_RS25810	-1.08986	0.03588	0.88959	0.11506	-0.20027	0.71547	aldehyde-activating protein	Function Unknown
sps_RS25815	0.31503	0.67902	-0.29196	0.69375	0.02307	0.96948	hypothetical protein	NA
sps_RS25820	0.01658	0.98263	0.35188	0.53501	0.36846	0.42212	cyclophilin	Post-translational modification, protein turnover, chaperone functions
sps_RS25825	-0.66927	0.29117	0.47602	0.48241	-0.19324	0.74447	isocitrate lyase/phosphoenolpyruvate mutase family protein	Carbohydrate metabolism and transport
sps_RS25830	-0.25886	0.81716	1.14038	0.16032	0.88153	0.22980	peptidase M28	Function Unknown
sps_RS25835	-1.05795	0.06581	1.00433	0.09465	-0.05362	0.93184	DSD1 family PLP-dependent enzyme	Amino Acid metabolis and transport
sps_RS25840	-0.44054	0.60915	-0.15828	0.86499	-0.59882	0.34920	hypothetical protein	NA
sps_RS25845	-0.68165	0.55627	-0.74013	0.51347	-1.42178	0.09958	DUF2799 domain-containing protein	Function Unknown
sps_RS25850	-0.96604	0.00961	0.16235	0.77425	-0.80369	0.02440	GMP synthase	Nucleotide metabolism and transport
sps_RS25855	-0.70563	0.34745	-0.51294	0.52160	-1.21857	0.04172	AraC family transcriptional regulator	Transcription
sps_RS25860	-0.70208	0.26963	-0.25122	0.75319	-0.95330	0.07545	DUF2999 domain-containing protein	Function Unknown
sps_RS25865	-0.54396	0.26381	1.39218	0.00058	0.84822	0.02348	ammonia-forming cytochrome c nitrite reductase	Energy production and conversion
sps_RS25870	-0.46770	0.57651	-0.40227	0.61771	-0.86996	0.15396	transposase	Function Unknown
sps_RS25875	-3.29997	0.11237	0.35442	0.91067	-2.94555	0.10639	hypothetical protein	NA
sps_RS25880	-1.54161	0.37806	-0.87823	0.66701	-2.41984	0.09185	hypothetical protein	Function Unknown
sps_RS25885	0.27258	0.61584	0.66493	0.11627	0.93751	0.00893	peptidase M48	Post-translational modification, protein turnover, chaperone functions
sps_RS25890	-0.78345	0.27298	1.04216	0.12285	0.25871	0.68899	hypothetical protein	Amino Acid metabolis and transport
sps_RS25895	-0.27680	0.75888	-0.10694	0.90757	-0.38374	0.56048	hypothetical protein	Function Unknown
sps_RS25900	0.08167	0.95673	0.30127	0.79834	0.38295	0.67333	DNA polymerase III subunit epsilon	NA
sps_RS25905	0.44322	0.71194	-0.26037	0.82705	0.18285	0.84748	hypothetical protein	Amino Acid metabolis and transport
sps_RS25915	-0.21910	0.85131	-0.43922	0.67124	-0.65832	0.40354	AraC family transcriptional regulator	Transcription
sps_RS25920	-0.36592	0.73791	-0.26130	0.81078	-0.62722	0.42323	3-methyl-2-oxobutanoate hydroxymethyltransferase	Coenzyme metabolism
sps_RS25925	1.31784	0.04432	-0.96023	0.17832	0.35762	0.60527	chaperonin GroEL	Post-translational modification, protein turnover, chaperone functions
sps_RS25930	1.07884	0.11029	-0.97494	0.16277	0.10390	0.88506	co-chaperone GroES	Post-translational modification, protein turnover, chaperone functions
sps_RS25935	0.55515	0.38020	0.31323	0.64528	0.86838	0.08092	MATE family efflux transporter	Function Unknown
sps_RS25940	0.37486	0.64532	0.47360	0.51111	0.84846	0.13768	Qnr family pentapeptide repeat protein	Function Unknown
sps_RS25945	-0.49419	0.11203	-0.07595	0.85748	-0.57015	0.03830	polysaccharide deacetylase family protein	Carbohydrate metabolism and transport
sps_RS25950	-0.76294	0.02052	-0.37623	0.35876	-1.13917	0.00014	LysR family transcriptional regulator	Transcription
sps_RS25955	0.57547	0.36760	-1.28542	0.01811	-0.70995	0.17958	efflux RND transporter periplasmic adaptor subunit	Cell wall/membrane/envelop biogenesis
sps_RS25960	0.29662	0.66534	0.53213	0.35199	0.82876	0.07659	AcrB/AcrD/AcrF family protein	Inorganic ion transport and metabolism
sps_RS25965	-0.53309	0.33014	-0.91645	0.09258	-1.44955	0.00096	hypothetical protein	Function Unknown
sps_RS25970	-0.03009	0.98020	-0.15881	0.88008	-0.18890	0.81374	hypothetical protein	Function Unknown
sps_RS25975	-0.42130	0.59791	0.23278	0.77897	-0.18852	0.76678	hypothetical protein	NA
sps_RS25980	-0.54088	0.50206	-0.17880	0.83960	-0.71968	0.24750	hypothetical protein	NA
sps_RS25985	0.29796	0.67134	0.51367	0.38544	0.81163	0.09368	DUF5117 domain-containing protein	Function Unknown
sps_RS25990	1.20571	0.00193	0.32513	0.52672	1.53084	0.00002	PAS domain S-box protein	Signal Transduction
sps_RS25995	-0.39670	0.74823	1.01244	0.30577	0.61574	0.49115	PhoH family protein	Signal Transduction
sps_RS26000	0.32092	0.64170	0.23091	0.73333	0.55182	0.26818	RNA polymerase-associated protein RapA	Transcription
sps_RS26005	0.36576	0.55733	0.13711	0.83500	0.50287	0.28249	DUF3530 domain-containing protein	Function Unknown
sps_RS26010	-0.22866	0.64398	0.22974	0.62071	0.00108	0.99811	enoyl-CoA hydratase	Lipid metabolism
sps_RS26015	0.34946	0.47225	0.46852	0.28307	0.81798	0.02060	response regulator	Signal Transduction
sps_RS26020	0.47801	0.40623	-0.68734	0.18398	-0.20933	0.68009	diguanylate cyclase	Signal Transduction
sps_RS26030	-0.05402	0.96332	-1.14117	0.11474	-1.19519	0.06092	ribonuclease E inhibitor RraB	Function Unknown
sps_RS26035	0.66075	0.06557	-0.47822	0.22290	0.18253	0.62653	1-acyl-sn-glycerol-3-phosphate acyltransferase	Lipid metabolism
sps_RS26040	-0.24910	0.76412	-0.23982	0.76376	-0.48892	0.40421	metal ABC transporter permease	Inorganic ion transport and metabolism
sps_RS26045	-0.01101	0.99171	-0.12220	0.88766	-0.13321	0.84259	zinc ABC transporter substrate-binding protein	Inorganic ion transport and metabolism
sps_RS26050	0.17189	0.82129	-0.26997	0.69375	-0.09809	0.86246	hypothetical protein	Function Unknown
sps_RS26055	1.21573	0.00347	-0.16191	0.79170	1.05382	0.00955	ABC-type zinc uptake system zinc chaperone	NA
sps_RS26060	-0.44034	0.46808	-1.30989	0.00620	-1.75023	0.00003	hypothetical protein	NA
sps_RS26065	0.68771	0.10548	-0.18961	0.72946	0.49809	0.21185	mechanosensitive ion channel family protein	Cell wall/membrane/envelop biogenesis
sps_RS26070	0.37872	0.59664	-1.18616	0.02702	-0.80744	0.11200	formate--tetrahydrofolate ligase	Nucleotide metabolism and transport
sps_RS26075	-0.87170	0.31981	0.24523	0.81668	-0.62647	0.40664	cytochrome c5 family protein	Energy production and conversion
sps_RS26080	0.42087	0.54263	-0.36740	0.58036	0.05347	0.92901	dehydratase	Lipid metabolism
sps_RS26085	0.62209	0.24943	0.46086	0.41011	1.08295	0.01252	chemotaxis protein CheD	Cell motility
sps_RS26090	-0.18249	0.76361	-0.18675	0.74869	-0.36925	0.38756	TraB/GumN family protein	Function Unknown
sps_RS26095	-0.01608	0.98399	0.29791	0.67065	0.28183	0.61578	prephenate dehydrogenase	Function Unknown
sps_RS26100	0.48891	0.36531	-1.79630	0.00001	-1.30739	0.00115	DUF3016 domain-containing protein	Function Unknown
sps_RS26105	0.30399	0.54660	-0.31348	0.51349	-0.00949	0.98290	hypothetical protein	NA
sps_RS26110	0.93761	0.21290	-1.90207	0.00452	-0.96446	0.14900	hypothetical protein	NA
sps_RS26115	0.99773	0.26573	-3.18436	0.00001	-2.18663	0.00209	hypothetical protein	NA
sps_RS26120	0.18703	0.84189	-0.96315	0.15877	-0.77612	0.20906	DUF4240 domain-containing protein	Function Unknown
sps_RS26125	-0.58714	0.46373	0.45603	0.57017	-0.13111	0.84951	hypothetical protein	NA
sps_RS26130	-0.07441	0.93504	0.07465	0.92482	0.00024	0.99953	two-component system response regulator	Signal Transduction
sps_RS26135	0.12680	0.84837	-0.24174	0.68037	-0.11494	0.81561	HU family DNA-binding protein	Replication and repair
sps_RS26140	-0.13668	0.83336	1.31876	0.00103	1.18209	0.00124	hypothetical protein	Function Unknown
sps_RS26145	-0.48102	0.62008	1.21258	0.10911	0.73156	0.30256	hypothetical protein	Function Unknown
sps_RS26150	0.18550	0.81592	0.00086	1.00000	0.18636	0.74845	ABC transporter ATP-binding protein	Function Unknown
sps_RS26155	0.59005	0.24521	0.32723	0.56033	0.91727	0.02769	ABC transporter permease	Function Unknown
sps_RS26160	-0.38357	0.83560	0.15755	0.93339	-0.22603	0.86759	IS4 family transposase	Replication and repair
sps_RS26165	-0.99622	0.12501	-0.22922	0.78688	-1.22545	0.03065	sodium:alanine symporter family protein	Amino Acid metabolis and transport
sps_RS26170	-0.69312	0.44505	0.98657	0.22809	0.29345	0.69256	DUF2971 domain-containing protein	Function Unknown
sps_RS26175	0.19091	0.70258	0.22796	0.61773	0.41887	0.22831	MFS transporter	Carbohydrate metabolism and transport
sps_RS26180	-0.23686	0.73770	0.13207	0.85068	-0.10479	0.84912	type I glyceraldehyde-3-phosphate dehydrogenase	Carbohydrate metabolism and transport
sps_RS26185	-0.37713	0.56379	-0.13915	0.84209	-0.51628	0.29416	arsenical-resistance protein	Inorganic ion transport and metabolism
sps_RS26190	-0.42619	0.70630	0.89758	0.33158	0.47139	0.55461	transcriptional regulator	Transcription
sps_RS26195	0.19145	0.76617	0.28835	0.61585	0.47980	0.28098	alpha/beta hydrolase	Function Unknown
sps_RS26200	0.36512	0.58808	-0.52108	0.36914	-0.15596	0.77574	metalloprotease PmbA	Function Unknown
sps_RS26205	0.07997	0.96212	-1.26162	0.23680	-1.18165	0.20708	DUF615 domain-containing protein	Function Unknown
sps_RS26210	1.60870	0.00125	0.20621	0.78262	1.81491	0.00012	hypothetical protein	Function Unknown
sps_RS26215	0.86140	0.09961	0.47525	0.41961	1.33665	0.00274	ABC transporter permease	Function Unknown
sps_RS26220	1.20873	0.06795	0.63507	0.40248	1.84380	0.00133	ABC transporter permease	Function Unknown
sps_RS26225	1.29597	0.04977	0.29099	0.74261	1.58695	0.00765	hypothetical protein	Cell wall/membrane/envelop biogenesis
sps_RS26230	0.68844	0.37223	-0.41160	0.61773	0.27684	0.68901	TolC family protein	Cell wall/membrane/envelop biogenesis
sps_RS26235	0.37919	0.28388	-0.19645	0.62071	0.18274	0.57233	metalloprotease TldD	Function Unknown
sps_RS26240	-0.15571	0.83547	-0.00172	0.99971	-0.15743	0.77273	carbon-nitrogen hydrolase family protein	Function Unknown
sps_RS26245	1.49089	0.00000	-0.13293	0.78828	1.35796	0.00001	TIGR02099 family protein	Function Unknown
sps_RS26250	0.77596	0.00593	-0.26364	0.46758	0.51232	0.07143	ribonuclease G	Translation
sps_RS26255	0.69810	0.33367	-0.77711	0.26269	-0.07901	0.90911	septum formation inhibitor Maf	Cell cycle control and mitosis
sps_RS26260	1.14981	0.06841	-0.40915	0.60043	0.74066	0.22493	rod shape-determining protein MreD	Cell wall/membrane/envelop biogenesis
sps_RS26265	0.64126	0.29025	0.28582	0.68092	0.92709	0.06156	rod shape-determining protein MreC	Cell wall/membrane/envelop biogenesis
sps_RS26270	0.12347	0.86774	-0.37362	0.52959	-0.25015	0.62653	rod shape-determining protein	Cell cycle control and mitosis
sps_RS26275	0.64698	0.02201	0.23480	0.50423	0.88178	0.00054	hypothetical protein	Function Unknown
sps_RS26280	0.70078	0.38218	0.67689	0.38029	1.37767	0.02418	MSHA biogenesis protein MshP	Function Unknown
sps_RS26285	1.19058	0.00238	-0.64792	0.15753	0.54266	0.19433	type II secretion system protein	Intracellular trafficking and secretion
sps_RS26290	0.42937	0.55521	0.64400	0.29781	1.07337	0.03238	type II secretion system protein	Cell motility
sps_RS26295	-0.08642	0.93259	1.24835	0.04189	1.16193	0.03427	type II secretion system protein	Function Unknown
sps_RS26300	0.12789	0.83738	0.28277	0.59387	0.41066	0.32075	prepilin-type N-terminal cleavage/methylation domain-containing protein	Intracellular trafficking and secretion
sps_RS26305	0.86789	0.51598	-1.77682	0.10771	-0.90893	0.38488	prepilin-type N-terminal cleavage/methylation domain-containing protein	Intracellular trafficking and secretion
sps_RS26310	0.81707	0.15809	-1.49938	0.00532	-0.68231	0.20743	type II secretion system protein	Intracellular trafficking and secretion
sps_RS26315	0.06978	0.93493	0.29097	0.65525	0.36076	0.48322	prepilin-type N-terminal cleavage/methylation domain-containing protein	Cell motility
sps_RS26320	-0.15804	0.90357	-0.52078	0.61553	-0.67882	0.40383	hypothetical protein	Function Unknown
sps_RS26325	1.43358	0.00157	0.20537	0.75764	1.63895	0.00013	type II secretion system F family protein	Intracellular trafficking and secretion
sps_RS06070	1.67683	0.00153	0.83662	0.17876	2.51345	0.00000	exodeoxyribonuclease V subunit alpha	Replication and repair
sps_RS26335	1.43756	0.00000	0.17678	0.70583	1.61434	0.00000	tetratricopeptide repeat protein	Function Unknown
sps_RS07515	1.12566	0.05766	0.98757	0.11012	2.11324	0.00003	PKD domain-containing protein	Replication and repair
sps_RS26345	1.67558	0.00000	0.21461	0.53361	1.89019	0.00000	pilus (MSHA type) biogenesis protein MshL	Cell motility
sps_RS26350	1.40831	0.00350	0.23780	0.72217	1.64610	0.00025	MSHA biogenesis protein MshK	Function Unknown
sps_RS26355	1.37451	0.00160	-0.78580	0.11879	0.58871	0.20906	MSHA biogenesis protein MshJ	Function Unknown
sps_RS26360	1.59955	0.00000	-0.26908	0.47730	1.33047	0.00000	fimbrial assembly protein	Function Unknown
sps_RS26365	0.61592	0.13277	-0.36624	0.42506	0.24968	0.53117	MSHA biogenesis protein MshI	Function Unknown
sps_RS26370	-0.54515	0.47470	0.17930	0.83189	-0.36586	0.56123	RNase E specificity factor CsrD	Signal Transduction
sps_RS26375	0.37447	0.55051	0.71767	0.16449	1.09214	0.01188	malate dehydrogenase	Energy production and conversion
sps_RS26380	-0.70173	0.20900	-0.81726	0.13317	-1.51899	0.00069	nuclease	Replication and repair
sps_RS26385	1.50115	0.00291	-0.58244	0.35199	0.91871	0.07443	50S ribosomal protein L31	Translation
sps_RS26390	-0.98602	0.01950	0.38090	0.47530	-0.60511	0.14829	hypothetical protein	NA
sps_RS26395	0.73330	0.22444	0.96737	0.09209	1.70067	0.00034	primosomal protein N'	Replication and repair
sps_RS26400	1.32975	0.00042	0.45637	0.33806	1.78612	0.00000	arginine--tRNA ligase	Translation
sps_RS08100	1.44150	0.00057	0.57288	0.26680	2.01438	0.00000	transcription-repair coupling factor	Replication and repair
sps_RS26410	1.81823	0.00001	-0.66944	0.18367	1.14878	0.00603	ATP-dependent protease subunit HslV	Post-translational modification, protein turnover, chaperone functions
sps_RS26415	1.80475	0.00016	-0.84706	0.14091	0.95769	0.05653	ATP-dependent protease ATPase subunit HslU	Post-translational modification, protein turnover, chaperone functions
sps_RS26420	1.69164	0.04855	-0.29643	0.80241	1.39520	0.08559	DUF971 domain-containing protein	Function Unknown
sps_RS26425	-0.79655	0.11902	-0.44977	0.43667	-1.24631	0.00427	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	Energy production and conversion
sps_RS26430	0.21840	0.65297	-0.20861	0.65179	0.00979	0.98101	2-deoxyglucose-6-phosphatase	Function Unknown
sps_RS26435	0.13475	0.75067	0.44270	0.17190	0.57746	0.03581	M13 family peptidase	Post-translational modification, protein turnover, chaperone functions
sps_RS26440	0.35830	0.27986	0.28196	0.41089	0.64027	0.01569	patatin	Cell wall/membrane/envelop biogenesis
sps_RS26445	0.48882	0.04036	0.11568	0.71867	0.60449	0.00497	patatin	Cell wall/membrane/envelop biogenesis
sps_RS26450	0.39573	0.40325	-0.21904	0.67065	0.17668	0.67230	PAS domain S-box protein	Signal Transduction
sps_RS26455	-0.84090	0.13713	-0.77735	0.17993	-1.61825	0.00056	dihydrolipoyl dehydrogenase	Energy production and conversion
sps_RS26460	0.37404	0.62008	-0.86785	0.14623	-0.49381	0.37543	pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase	Energy production and conversion
sps_RS26465	1.13754	0.06422	-1.36189	0.02608	-0.22435	0.73282	pyruvate dehydrogenase (acetyl-transferring), homodimeric type	Energy production and conversion
sps_RS26470	1.85252	0.00000	-0.76080	0.09209	1.09172	0.00449	pyruvate dehydrogenase complex transcriptional repressor PdhR	Transcription
sps_RS26475	0.07999	0.89178	-0.33001	0.46011	-0.25002	0.51411	regulatory signaling modulator protein AmpE	Function Unknown
sps_RS26480	0.07631	0.89509	-0.13202	0.79157	-0.05571	0.89050	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	Function Unknown
sps_RS26485	0.14538	0.87596	0.77515	0.25266	0.92053	0.11173	carboxylating nicotinate-nucleotide diphosphorylase	Coenzyme metabolism
sps_RS26490	1.61278	0.00000	0.22841	0.36408	1.84119	0.00000	prepilin-type N-terminal cleavage/methylation domain-containing protein	Intracellular trafficking and secretion
sps_RS08570	0.30922	0.65208	1.98690	0.00001	2.29613	0.00000	DNA topoisomerase III	Replication and repair
sps_RS26500	0.33066	0.65333	1.22693	0.02339	1.55759	0.00100	type II secretion system F family protein	Intracellular trafficking and secretion
sps_RS26505	1.02225	0.00613	0.40334	0.37742	1.42559	0.00003	prepilin peptidase	Cell motility
sps_RS26510	0.71546	0.10017	0.12197	0.83348	0.83743	0.02957	dephospho-CoA kinase	Coenzyme metabolism
sps_RS26515	-0.20613	0.83612	-0.43420	0.61377	-0.64033	0.34162	cell division protein ZapD	Function Unknown
sps_RS26520	-0.46527	0.61625	0.55293	0.51127	0.08766	0.90699	DNA gyrase inhibitor YacG	Function Unknown
sps_RS26525	-0.44754	0.72518	-0.38338	0.75569	-0.83092	0.35801	8-oxo-dGTP diphosphatase MutT	Replication and repair
sps_RS26530	1.06427	0.03805	0.63906	0.26923	1.70333	0.00015	ABC transporter substrate-binding protein	Amino Acid metabolis and transport
sps_RS26535	1.06524	0.00929	0.23048	0.68191	1.29572	0.00064	ABC transporter permease	Amino Acid metabolis and transport
sps_RS26540	0.31743	0.64944	0.85783	0.10863	1.17526	0.00984	glycine betaine/L-proline ABC transporter ATP-binding protein	Amino Acid metabolis and transport
sps_RS13960	0.23133	0.78290	2.25583	0.00001	2.48716	0.00000	group II intron reverse transcriptase/maturase	Replication and repair
sps_RS26550	-0.23564	0.74139	-0.09401	0.89725	-0.32965	0.52559	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	Function Unknown
sps_RS26555	0.48355	0.32246	0.07704	0.89804	0.56058	0.16865	penicillin-binding protein activator	Replication and repair
sps_RS26560	-0.00835	0.99224	-0.23111	0.75253	-0.23946	0.67275	YraN family protein	Replication and repair
sps_RS26565	0.64324	0.25990	0.55607	0.33739	1.19931	0.00897	phosphoheptose isomerase	Carbohydrate metabolism and transport
sps_RS26570	0.89439	0.09960	1.08471	0.04189	1.97910	0.00001	BON domain-containing protein	Function Unknown
sps_RS26575	-0.64894	0.25059	0.67658	0.23386	0.02763	0.96096	EamA/RhaT family transporter	Amino Acid metabolis and transport
sps_RS26580	0.32815	0.60366	0.40463	0.47156	0.73278	0.09847	LysR family transcriptional regulator	Transcription
sps_RS26585	-0.02605	0.98371	-0.75011	0.46636	-0.77616	0.36370	hypothetical protein	Function Unknown
sps_RS26590	-0.47535	0.39617	-0.35373	0.53505	-0.82908	0.05725	tryptophan--tRNA ligase	Translation
sps_RS26595	0.74818	0.05638	-0.52561	0.22371	0.22256	0.58517	phosphoglycolate phosphatase	Function Unknown
sps_RS26600	0.17248	0.82082	-1.16520	0.02466	-0.99272	0.03640	ribulose-phosphate 3-epimerase	Carbohydrate metabolism and transport
sps_RS26605	0.87361	0.06535	0.71716	0.15255	1.59077	0.00008	hypothetical protein	Function Unknown
sps_RS26610	0.62483	0.73703	0.72724	0.67032	1.35207	0.29628	DUF2970 domain-containing protein	Function Unknown
sps_RS26615	0.50339	0.54093	-0.04021	0.96680	0.46318	0.47419	DNA adenine methylase	Replication and repair
sps_RS26620	0.36075	0.74823	-0.35635	0.73892	0.00440	0.99651	sporulation protein	Function Unknown
sps_RS26625	0.02017	0.98544	-0.77502	0.38213	-0.75484	0.32296	3-dehydroquinate synthase	Amino Acid metabolis and transport
sps_RS26630	0.21892	0.63476	-0.21365	0.62098	0.00527	0.98990	shikimate kinase AroK	Amino Acid metabolis and transport
sps_RS26635	0.21312	0.53645	0.30773	0.30730	0.52085	0.03181	type IV pilus secretin PilQ	Intracellular trafficking and secretion
sps_RS26640	-0.30759	0.69831	-0.25916	0.74426	-0.56675	0.32292	pilus assembly protein PilP	Cell motility
sps_RS26645	-0.70667	0.47042	0.53480	0.58636	-0.17188	0.84174	pilus assembly protein PilP	Intracellular trafficking and secretion
sps_RS26650	-0.96255	0.61625	-0.57292	0.77100	-1.53547	0.27591	fimbrial protein	Intracellular trafficking and secretion
sps_RS26655	0.19856	0.75985	1.24818	0.00430	1.44673	0.00020	pilus assembly protein PilM	Cell motility
sps_RS26660	0.35820	0.24846	0.23012	0.49041	0.58832	0.01985	penicillin-sensitive transpeptidase	Cell wall/membrane/envelop biogenesis
sps_RS26665	-1.45187	0.00779	-1.36944	0.01901	-2.82132	0.00000	argininosuccinate lyase	Amino Acid metabolis and transport
sps_RS26670	-0.63961	0.33750	-1.52114	0.00629	-2.16075	0.00001	argininosuccinate synthase	Amino Acid metabolis and transport
sps_RS26675	-0.26680	0.78508	-1.68284	0.01246	-1.94964	0.00114	ornithine carbamoyltransferase	Amino Acid metabolis and transport
sps_RS26680	-0.02927	0.98020	-1.26629	0.09940	-1.29556	0.05595	acetylglutamate kinase	Amino Acid metabolis and transport
sps_RS26685	0.03307	0.97185	-1.67123	0.00088	-1.63816	0.00041	N-acetyl-gamma-glutamyl-phosphate reductase	Amino Acid metabolis and transport
sps_RS26690	-0.07881	0.87740	-0.84876	0.01105	-0.92757	0.00189	acetylornithine deacetylase	Amino Acid metabolis and transport
sps_RS26695	-0.02034	0.97411	-0.67418	0.06135	-0.69451	0.02908	phosphoenolpyruvate carboxylase	Energy production and conversion
sps_RS26700	0.57563	0.64549	-1.06479	0.30749	-0.48916	0.61319	DUF1439 domain-containing protein	Function Unknown
sps_RS26705	-1.54763	0.00015	-0.18222	0.77425	-1.72984	0.00001	damage-inducible protein CinA	Coenzyme metabolism
sps_RS26715	-1.16386	0.39554	-0.80474	0.57051	-1.96860	0.06648	5S ribosomal RNA	NA
sps_RS26720	0.05508	0.98302	2.66573	0.11747	2.72081	0.07165	23S ribosomal RNA	NA
sps_RS26725	0.86951	0.68618	-1.18299	0.53361	-0.31348	0.85552	16S ribosomal RNA	NA
sps_RS26730	1.27945	0.00004	0.15921	0.73464	1.43865	0.00000	RNA-binding protein	Function Unknown
sps_RS26735	-0.41042	0.65579	-0.37301	0.67366	-0.78343	0.23510	glutamate racemase	Cell wall/membrane/envelop biogenesis
sps_RS26740	-0.49038	0.54998	-0.86945	0.20702	-1.35983	0.01731	tRNA (uridine(54)-C5)-methyltransferase TrmA	Translation
sps_RS26745	0.11201	0.82106	0.11845	0.79744	0.23045	0.49909	HTH-type transcriptional repressor FabR	Transcription
sps_RS26750	0.19452	0.68125	0.20809	0.63668	0.40261	0.22964	acyl-CoA desaturase	Lipid metabolism
sps_RS26755	-0.25198	0.73256	0.13354	0.85415	-0.11843	0.83835	selenide, water dikinase SelD	Amino Acid metabolis and transport
sps_RS26760	0.07145	0.89955	-0.02002	0.97153	0.05143	0.89702	tRNA 2-selenouridine(34) synthase MnmH	Function Unknown
sps_RS26765	0.06070	0.94668	-0.49793	0.42714	-0.43724	0.40937	MFS transporter	Carbohydrate metabolism and transport
sps_RS26770	-0.61837	0.09443	-0.70596	0.05784	-1.32433	0.00002	3'(2'),5'-bisphosphate nucleotidase	Inorganic ion transport and metabolism
sps_RS26775	-0.11544	0.87740	0.39442	0.50537	0.27898	0.58224	ADP compounds hydrolase NudE	Nucleotide metabolism and transport
sps_RS26780	0.15855	0.73770	-0.16452	0.71568	-0.00597	0.98831	GMP/IMP nucleotidase	Function Unknown
sps_RS26785	0.55555	0.51215	0.42233	0.61456	0.97789	0.12204	type II secretion system protein N	Intracellular trafficking and secretion
sps_RS26790	0.13507	0.92607	-0.09919	0.93794	0.03588	0.96948	type II secretion system protein M	Intracellular trafficking and secretion
sps_RS26795	0.56158	0.40317	0.54238	0.40444	1.10396	0.03079	type II secretion system protein GspL	Intracellular trafficking and secretion
sps_RS26800	0.66510	0.05058	-0.03976	0.93526	0.62534	0.04773	general secretion pathway protein GspK	Intracellular trafficking and secretion
sps_RS26805	0.50850	0.33651	1.06456	0.01376	1.57306	0.00002	type II secretion system protein GspJ	Intracellular trafficking and secretion
sps_RS26810	0.76315	0.15141	-0.04208	0.95382	0.72107	0.13406	type II secretion system protein GspI	Intracellular trafficking and secretion
sps_RS26815	0.90375	0.29197	-0.18148	0.86245	0.72227	0.33651	type II secretion system protein GspH	Intracellular trafficking and secretion
sps_RS26820	0.30144	0.80626	-1.35955	0.12250	-1.05811	0.18966	type II secretion system protein GspG	Intracellular trafficking and secretion
sps_RS26825	1.29367	0.00011	0.30044	0.50423	1.59410	0.00000	type II secretion system protein GspF	Intracellular trafficking and secretion
sps_RS26830	1.04132	0.00247	0.15502	0.75820	1.19634	0.00023	type II secretion system protein GspE	Intracellular trafficking and secretion
sps_RS26835	0.96663	0.02069	0.07551	0.90320	1.04214	0.00743	type II secretion system protein GspD	Intracellular trafficking and secretion
sps_RS26840	0.81630	0.13773	0.69271	0.22746	1.50901	0.00097	type II secretion system protein GspC	Intracellular trafficking and secretion
sps_RS26845	-0.29898	0.59203	-0.35110	0.50537	-0.65008	0.10639	RNA-binding protein	Translation
sps_RS26850	2.05570	0.00007	-0.65234	0.32785	1.40336	0.00786	Hsp33 family molecular chaperone HslO	Post-translational modification, protein turnover, chaperone functions
sps_RS26855	-1.26146	0.31079	-0.59167	0.68191	-1.85313	0.06971	hypothetical protein	NA
sps_RS26860	-0.93252	0.05549	0.06303	0.92851	-0.86949	0.05390	phosphoenolpyruvate carboxykinase	Energy production and conversion
